ts_code,name,industry,list_date
002242.SZ,九阳股份,家用电器,20080528
002245.SZ,蔚蓝锂芯,电气设备,20080605
002241.SZ,歌尔股份,元器件,20080522
002248.SZ,华东数控,机床制造,20080612
002263.SZ,大东南,塑料,20080728
002274.SZ,华昌化工,农药化肥,20080925
002251.SZ,步步高,超市连锁,20080619
002256.SZ,兆新股份,新型电力,20080625
002261.SZ,拓维信息,软件服务,20080723
002255.SZ,海陆重工,专用机械,20080625
002259.SZ,升达林业,供气供热,20080716
002262.SZ,恩华药业,化学制药,20080723
002264.SZ,新华都,互联网,20080731
002258.SZ,利尔化学,农药化肥,20080708
002250.SZ,联化科技,化工原料,20080619
601668.SH,中国建筑,建筑工程,20090729
002267.SZ,陕天然气,供气供热,20080813
002268.SZ,电科网安,IT设备,20080811
002271.SZ,东方雨虹,其他建材,20080910
002269.SZ,美邦服饰,服饰,20080828
002270.SZ,华明装备,电气设备,20080905
002272.SZ,川润股份,机械基件,20080919
002266.SZ,浙富控股,环境保护,20080806
002275.SZ,桂林三金,中成药,20090710
002273.SZ,水晶光电,元器件,20080919
002396.SZ,星网锐捷,通信设备,20100623
601107.SH,四川成渝,路桥,20090727
601766.SH,中国中车,运输设备,20080818
601788.SH,光大证券,证券,20090818
002276.SZ,万马股份,电气设备,20090710
002282.SZ,博深股份,机械基件,20090821
002284.SZ,亚太股份,汽车配件,20090828
002283.SZ,天润工业,汽车配件,20090821
002362.SZ,汉王科技,软件服务,20100303
002277.SZ,友阿股份,百货,20090717
601727.SH,上海电气,电气设备,20081205
002278.SZ,神开股份,化工机械,20090811
002461.SZ,珠江啤酒,啤酒,20100818
002285.SZ,世联行,房产服务,20090828
002281.SZ,光迅科技,通信设备,20090821
002287.SZ,奇正藏药,中成药,20090828
002286.SZ,保龄宝,食品,20090828
002289.SZ,*ST宇顺,元器件,20090903
300370.SZ,安控科技,电器仪表,20140123
002290.SZ,禾盛新材,家用电器,20090903
002296.SZ,辉煌科技,通信设备,20090929
002295.SZ,精艺股份,铜,20090929
002291.SZ,遥望科技,广告包装,20090903
002300.SZ,太阳电缆,电气设备,20091021
002292.SZ,奥飞娱乐,影视音像,20090910
002293.SZ,罗莱生活,纺织,20090910
002294.SZ,信立泰,化学制药,20090910
600999.SH,招商证券,证券,20091117
002297.SZ,博云新材,航空,20090929
300002.SZ,神州泰岳,互联网,20091030
002599.SZ,盛通股份,广告包装,20110715
601126.SH,四方股份,电气设备,20101231
601633.SH,长城汽车,汽车整车,20110928
002467.SZ,二六三,互联网,20100908
002446.SZ,盛路通信,通信设备,20100713
002448.SZ,中原内配,汽车配件,20100716
002438.SZ,江苏神通,机械基件,20100623
002490.SZ,山东墨龙,化工机械,20101021
002419.SZ,天虹股份,百货,20100601
300445.SZ,康斯特,电器仪表,20150424
300353.SZ,东土科技,通信设备,20120927
300444.SZ,双杰电气,电气设备,20150423
002298.SZ,中电鑫龙,电气设备,20090929
002506.SZ,协鑫集成,电气设备,20101118
601888.SH,中国中免,旅游服务,20091015
002299.SZ,圣农发展,农业综合,20091021
002301.SZ,齐心集团,文教休闲,20091021
002489.SZ,浙江永强,家居用品,20101021
002304.SZ,洋河股份,白酒,20091106
002306.SZ,*ST云网,酒店餐饮,20091111
002365.SZ,永安药业,化学制药,20100305
002302.SZ,西部建设,水泥,20091103
002307.SZ,北新路桥,建筑工程,20091111
002350.SZ,北京科锐,电气设备,20100203
002315.SZ,焦点科技,互联网,20091209
002305.SZ,*ST南置,区域地产,20091106
002303.SZ,美盈森,造纸,20091103
002756.SZ,永兴材料,小金属,20150515
002310.SZ,东方新能,新型电力,20091127
601139.SH,深圳燃气,供气供热,20091225
002309.SZ,中利集团,电气设备,20091127
002311.SZ,海大集团,饲料,20091127
002312.SZ,川发龙蟒,化工原料,20091203
002523.SZ,天桥起重,专用机械,20101210
601618.SH,中国中冶,建筑工程,20090921
002313.SZ,日海智能,通信设备,20091203
002314.SZ,南山控股,区域地产,20091203
002316.SZ,亚联发展,软件服务,20091209
002356.SZ,赫美集团,其他商业,20100209
601117.SH,中国化学,建筑工程,20100107
002318.SZ,久立特材,特种钢,20091211
002327.SZ,富安娜,纺织,20091230
002317.SZ,众生药业,中成药,20091211
002319.SZ,乐通股份,染料涂料,20091211
002474.SZ,榕基软件,软件服务,20100915
002321.SZ,华英农业,农业综合,20091216
300010.SZ,ST豆神,软件服务,20091030
300001.SZ,特锐德,电气设备,20091030
002331.SZ,皖通科技,软件服务,20100106
300004.SZ,南风股份,电气设备,20091030
300008.SZ,天海防务,船舶,20091030
300003.SZ,乐普医疗,医疗保健,20091030
300006.SZ,莱美药业,化学制药,20091030
300007.SZ,汉威科技,电器仪表,20091030
300014.SZ,亿纬锂能,电气设备,20091030
300009.SZ,安科生物,生物制药,20091030
300011.SZ,鼎汉技术,运输设备,20091030
300005.SZ,探路者,服饰,20091030
300013.SZ,新宁物流,仓储物流,20091030
601801.SH,皖新传媒,出版业,20100118
002328.SZ,新朋股份,汽车配件,20091230
300012.SZ,华测检测,电器仪表,20091030
300018.SZ,中元股份,电气设备,20091030
300071.SZ,福石控股,广告包装,20100421
300017.SZ,网宿科技,软件服务,20091030
300015.SZ,爱尔眼科,医疗保健,20091030
300019.SZ,硅宝科技,化工原料,20091030
300020.SZ,ST银江,软件服务,20091030
300022.SZ,吉峰科技,农用机械,20091030
300024.SZ,机器人,专用机械,20091030
300021.SZ,大禹节水,建筑工程,20091030
300033.SZ,同花顺,软件服务,20091225
002320.SZ,海峡股份,水运,20091216
601877.SH,XD正泰电,电气设备,20100121
300027.SZ,ST华谊,影视音像,20091030
300026.SZ,红日药业,中成药,20091030
300025.SZ,华星创业,通信设备,20091030
002324.SZ,普利特,塑料,20091218
002322.SZ,理工能科,软件服务,20091218
002323.SZ,*ST雅博,建筑工程,20091218
002326.SZ,永太科技,化工原料,20091222
002330.SZ,得利斯,食品,20100106
002329.SZ,皇氏集团,乳制品,20100106
002333.SZ,罗普斯金,其他建材,20100112
002332.SZ,仙琚制药,化学制药,20100112
002334.SZ,英威腾,电气设备,20100113
002337.SZ,赛象科技,化工机械,20100115
002335.SZ,科华数据,电气设备,20100113
002338.SZ,奥普光电,电器仪表,20100115
002340.SZ,格林美,小金属,20100122
002561.SZ,徐家汇,百货,20110303
002339.SZ,积成电子,电气设备,20100122
002344.SZ,海宁皮城,商品城,20100126
300031.SZ,宝通科技,互联网,20091225
300139.SZ,晓程科技,黄金,20101112
002342.SZ,巨力索具,机械基件,20100126
002538.SZ,ST司特,农药化肥,20110118
002343.SZ,慈文传媒,影视音像,20100126
002345.SZ,潮宏基,服饰,20100128
002346.SZ,柘中股份,电气设备,20100128
002347.SZ,泰尔股份,机械基件,20100128
002348.SZ,高乐股份,文教休闲,20100203
002381.SZ,双箭股份,橡胶,20100402
300034.SZ,钢研高纳,航空,20091225
300032.SZ,金龙机电,元器件,20091225
002349.SZ,精华制药,中成药,20100203
601678.SH,滨化股份,化工原料,20100223
002351.SZ,漫步者,IT设备,20100205
002352.SZ,顺丰控股,仓储物流,20100205
002591.SZ,恒大高新,环境保护,20110621
002355.SZ,兴民智通,汽车配件,20100209
002353.SZ,杰瑞股份,化工机械,20100205
300029.SZ,*ST天龙,建筑工程,20091225
002354.SZ,天娱数科,互联网,20100209
300035.SZ,中科电气,电气设备,20091225
300247.SZ,融捷健康,医疗保健,20110729
300036.SZ,超图软件,软件服务,20091225
300030.SZ,阳普医疗,医疗保健,20091225
002358.SZ,森源电气,电气设备,20100210
002549.SZ,凯美特气,环境保护,20110218
300041.SZ,回天新材,化工原料,20100108
300037.SZ,新宙邦,化工原料,20100108
002357.SZ,富临运业,公共交通,20100210
002455.SZ,百川股份,化工原料,20100803
002370.SZ,亚太药业,化学制药,20100316
002375.SZ,亚厦股份,装修装饰,20100323
601688.SH,华泰证券,证券,20100226
002369.SZ,卓翼科技,通信设备,20100316
300040.SZ,九洲集团,新型电力,20100108
601058.SH,XD赛轮轮,汽车配件,20110630
002360.SZ,ST同德,化工原料,20100303
002364.SZ,中恒电气,电气设备,20100305
300039.SZ,上海凯宝,中成药,20100108
002367.SZ,康力电梯,运输设备,20100312
002366.SZ,融发核电,专用机械,20100312
601179.SH,中国西电,电气设备,20100128
002361.SZ,神剑股份,化工原料,20100303
002368.SZ,太极股份,软件服务,20100312
002374.SZ,中锐股份,广告包装,20100318
300042.SZ,朗科科技,IT设备,20100108
300045.SZ,华力创通,IT设备,20100120
300049.SZ,福瑞医科,医疗保健,20100120
300047.SZ,天源迪科,软件服务,20100120
002371.SZ,北方华创,半导体,20100316
300048.SZ,合康新能,电气设备,20100120
002373.SZ,千方科技,软件服务,20100318
002380.SZ,科远智慧,软件服务,20100331
002566.SZ,益盛药业,中成药,20110318
002372.SZ,伟星新材,其他建材,20100318
002376.SZ,新北洋,IT设备,20100323
002397.SZ,梦洁股份,纺织,20100429
601106.SH,中国一重,工程机械,20100209
002378.SZ,章源钨业,小金属,20100331
300050.SZ,世纪鼎利,通信设备,20100120
300044.SZ,*ST赛为,软件服务,20100120
300046.SZ,台基股份,半导体,20100120
300043.SZ,星辉娱乐,互联网,20100120
603199.SH,九华旅游,旅游景点,20150326
002383.SZ,合众思壮,通信设备,20100402
002363.SZ,隆基机械,汽车配件,20100305
002379.SZ,宏桥控股,铝,20100331
002382.SZ,蓝帆医疗,医疗保健,20100402
002421.SZ,达实智能,软件服务,20100603
300277.SZ,汽轮科技,机械基件,20111123
300051.SZ,琏升科技,综合类,20100211
002392.SZ,北京利尔,其他建材,20100423
002630.SZ,*ST华西,专用机械,20111111
002385.SZ,大北农,饲料,20100409
002384.SZ,东山精密,元器件,20100409
002386.SZ,天原股份,化工原料,20100409
002377.SZ,国创高新,其他建材,20100323
300052.SZ,中青宝,互联网,20100211
300054.SZ,鼎龙股份,化工原料,20100211
300264.SZ,佳创视讯,软件服务,20110916
002394.SZ,联发股份,纺织,20100423
002393.SZ,力生制药,化学制药,20100423
601158.SH,重庆水务,水务,20100329
002388.SZ,新亚制程,元器件,20100413
300053.SZ,航宇微,半导体,20100211
300057.SZ,万顺新材,铝,20100226
300055.SZ,万邦达,石油加工,20100226
300056.SZ,中创环保,环境保护,20100226
300058.SZ,蓝色光标,广告包装,20100226
002407.SZ,多氟多,化工原料,20100518
002387.SZ,维信诺,元器件,20100413
002395.SZ,双象股份,塑料,20100429
002389.SZ,航天彩虹,航空,20100413
002398.SZ,垒知集团,其他建材,20100506
002390.SZ,信邦制药,医药商业,20100416
002391.SZ,长青股份,农药化肥,20100416
601101.SH,昊华能源,煤炭开采,20100331
002399.SZ,海普瑞,化学制药,20100506
002410.SZ,广联达,软件服务,20100525
002408.SZ,齐翔腾达,化工原料,20100518
002401.SZ,中远海科,软件服务,20100506
002400.SZ,省广集团,广告包装,20100506
002404.SZ,嘉欣丝绸,纺织,20100511
002406.SZ,远东传动,汽车配件,20100518
300059.SZ,东方财富,证券,20100319
002808.SZ,*ST恒久,元器件,20160812
002405.SZ,四维图新,软件服务,20100518
002403.SZ,爱仕达,家用电器,20100511
002402.SZ,和而泰,元器件,20100511
002409.SZ,雅克科技,半导体,20100525
002412.SZ,汉森制药,中成药,20100525
601010.SH,ST文峰,百货,20110603
300061.SZ,旗天科技,互联网,20100319
002416.SZ,爱施德,电器连锁,20100528
002415.SZ,海康威视,IT设备,20100528
002414.SZ,高德红外,电器仪表,20100716
002413.SZ,雷科防务,通信设备,20100528
300098.SZ,高新兴,软件服务,20100728
300062.SZ,中能电气,电气设备,20100319
300087.SZ,荃银高科,种植业,20100526
300066.SZ,三川智慧,电器仪表,20100326
002425.SZ,凯撒文化,互联网,20100608
300063.SZ,天龙集团,互联网,20100326
300065.SZ,海兰信,船舶,20100326
300068.SZ,ST南都,电气设备,20100421
002418.SZ,康盛股份,家用电器,20100601
002420.SZ,毅昌科技,家用电器,20100601
601369.SH,陕鼓动力,机械基件,20100428
002422.SZ,科伦药业,化学制药,20100603
002423.SZ,中粮资本,多元金融,20100603
002428.SZ,云南锗业,小金属,20100608
002442.SZ,龙星科技,化工原料,20100706
002424.SZ,ST百灵,中成药,20100603
002426.SZ,胜利精密,元器件,20100608
002427.SZ,尤夫股份,化纤,20100608
002431.SZ,ST棕榈,建筑工程,20100610
002456.SZ,欧菲光,元器件,20100803
601188.SH,龙江交通,路桥,20100319
601518.SH,吉林高速,路桥,20100319
002644.SZ,佛慈制药,中成药,20111222
002430.SZ,杭氧股份,化工机械,20100610
002459.SZ,晶澳科技,电气设备,20100810
300073.SZ,当升科技,电气设备,20100427
300070.SZ,碧水源,环境保护,20100421
002432.SZ,九安医疗,医疗保健,20100610
002429.SZ,兆驰股份,家用电器,20100610
002434.SZ,万里扬,汽车配件,20100618
002436.SZ,兴森科技,元器件,20100618
300076.SZ,*ST宁视,IT设备,20100430
300072.SZ,海新能科,化工原料,20100427
300105.SZ,龙源技术,环境保护,20100820
300069.SZ,金利华电,电气设备,20100421
300067.SZ,安诺其,染料涂料,20100421
002440.SZ,闰土股份,染料涂料,20100706
002437.SZ,誉衡药业,化学制药,20100623
002443.SZ,金洲管道,钢加工,20100706
002622.SZ,皓宸医疗,医疗保健,20111018
300080.SZ,易成新能,电气设备,20100625
300075.SZ,数字政通,软件服务,20100427
002613.SZ,北玻股份,专用机械,20110830
300078.SZ,思创智联,软件服务,20100430
300074.SZ,华平股份,软件服务,20100427
300079.SZ,数码视讯,IT设备,20100430
300083.SZ,创世纪,机床制造,20100520
002439.SZ,启明星辰,软件服务,20100623
603002.SH,宏昌电子,化工原料,20120518
601012.SH,隆基绿能,电气设备,20120411
300077.SZ,国民技术,半导体,20100430
300082.SZ,奥克股份,化工原料,20100520
002469.SZ,三维化学,化工原料,20100908
002441.SZ,众业达,电气设备,20100706
300235.SZ,方直科技,软件服务,20110629
300084.SZ,海默科技,专用机械,20100520
002444.SZ,巨星科技,轻工机械,20100713
002492.SZ,恒基达鑫,仓储物流,20101102
002466.SZ,天齐锂业,小金属,20100831
002445.SZ,中南文化,钢加工,20100713
300238.SZ,冠昊生物,医疗保健,20110706
300086.SZ,康芝药业,化学制药,20100526
300101.SZ,振芯科技,通信设备,20100806
601118.SH,海南橡胶,橡胶,20110107
002449.SZ,国星光电,半导体,20100716
300091.SZ,*ST金灵,机械基件,20100625
300081.SZ,ST恒信,文教休闲,20100520
002458.SZ,益生股份,农业综合,20100810
002451.SZ,摩恩电气,电气设备,20100720
300272.SZ,开能健康,家用电器,20111102
300088.SZ,长信科技,元器件,20100526
300096.SZ,ST易联众,软件服务,20100728
002457.SZ,青龙管业,塑料,20100803
002529.SZ,*ST海源,专用机械,20101224
601000.SH,唐山港,港口,20100705
002452.SZ,长高电气,电气设备,20100720
002454.SZ,松芝股份,汽车配件,20100720
002453.SZ,华软科技,化工原料,20100720
002460.SZ,赣锋锂业,小金属,20100810
300085.SZ,银之杰,软件服务,20100526
601717.SH,中创智领,专用机械,20100803
300179.SZ,四方达,矿物制品,20110215
300097.SZ,智云股份,专用机械,20100728
002463.SZ,沪电股份,元器件,20100818
002462.SZ,嘉事堂,医药商业,20100818
300099.SZ,尤洛卡,电器仪表,20100806
300093.SZ,*ST金刚,电气设备,20100708
601718.SH,ST际华,服饰,20100816
300253.SZ,卫宁健康,软件服务,20110818
300094.SZ,国联水产,渔业,20100708
300124.SZ,汇川技术,电器仪表,20100928
300152.SZ,*ST动力,环境保护,20101229
300321.SZ,同大股份,塑料,20120523
300095.SZ,华伍股份,专用机械,20100728
300245.SZ,ST天玑,软件服务,20110719
300092.SZ,科新机电,专用机械,20100708
300100.SZ,双林股份,汽车配件,20100806
002496.SZ,*ST辉丰,农药化肥,20101109
300103.SZ,达刚控股,专用机械,20100812
300102.SZ,乾照光电,半导体,20100812
002465.SZ,海格通信,通信设备,20100831
601018.SH,宁波港,港口,20100928
002484.SZ,江海股份,元器件,20100929
300126.SZ,锐奇股份,轻工机械,20101013
601288.SH,农业银行,银行,20100715
002468.SZ,申通快递,仓储物流,20100908
300110.SZ,华仁药业,化学制药,20100825
300173.SZ,ST福能,轻工机械,20110201
002476.SZ,宝莫股份,化工原料,20100915
002470.SZ,金正大,农药化肥,20100908
300107.SZ,建新股份,化工原料,20100820
300305.SZ,裕兴股份,塑料,20120329
601177.SH,杭齿前进,机械基件,20101011
601377.SH,兴业证券,证券,20101013
300106.SZ,西部牧业,乳制品,20100820
300113.SZ,顺网科技,互联网,20100827
302132.SZ,中航成飞,航空,20100827
300112.SZ,万讯自控,电器仪表,20100827
300133.SZ,华策影视,影视音像,20101026
300129.SZ,泰胜风能,电气设备,20101019
300118.SZ,东方日升,电气设备,20100902
300109.SZ,新开源,化工原料,20100825
300111.SZ,向日葵,化学制药,20100827
002478.SZ,常宝股份,钢加工,20100921
002471.SZ,中超控股,电气设备,20100910
300115.SZ,长盈精密,元器件,20100902
002527.SZ,新时达,电器仪表,20101224
002530.SZ,金财互联,专用机械,20101231
002614.SZ,奥佳华,家用电器,20110909
002472.SZ,双环传动,汽车配件,20100910
002569.SZ,*ST步森,服饰,20110412
002595.SZ,豪迈科技,专用机械,20110628
002475.SZ,立讯精密,元器件,20100915
601098.SH,中南传媒,出版业,20101028
300120.SZ,经纬辉开,元器件,20100917
300128.SZ,锦富技术,元器件,20101013
002479.SZ,富春环保,新型电力,20100921
002480.SZ,新筑股份,运输设备,20100921
002481.SZ,双塔食品,食品,20100921
300121.SZ,阳谷华泰,化工原料,20100917
300119.SZ,瑞普生物,农业综合,20100917
601818.SH,光大银行,银行,20100818
300125.SZ,*ST聆达,电气设备,20101013
002486.SZ,嘉麟杰,服饰,20101015
002485.SZ,ST雪发,商贸代理,20101015
002482.SZ,广田集团,装修装饰,20100929
002500.SZ,山西证券,证券,20101115
002521.SZ,齐峰新材,造纸,20101210
300123.SZ,ST亚光,半导体,20100928
300122.SZ,智飞生物,生物制药,20100928
002488.SZ,金固股份,汽车配件,20101021
002487.SZ,大金重工,电气设备,20101015
002495.SZ,佳隆股份,食品,20101102
002615.SZ,哈尔斯,家居用品,20110909
300127.SZ,银河磁体,矿物制品,20101013
600998.SH,九州通,医药商业,20101102
002518.SZ,科士达,电气设备,20101207
002493.SZ,荣盛石化,化纤,20101102
002491.SZ,通鼎互联,通信设备,20101021
002483.SZ,润邦股份,专用机械,20100929
300134.SZ,大富科技,通信设备,20101026
300130.SZ,新国都,IT设备,20101019
300135.SZ,宝利国际,石油加工,20101026
300329.SZ,海伦钢琴,文教休闲,20120619
002497.SZ,雅化集团,小金属,20101109
002494.SZ,华斯股份,服饰,20101102
601996.SH,丰林集团,家居用品,20110929
300401.SZ,花园生物,化学制药,20141009
300131.SZ,英唐智控,元器件,20101019
002498.SZ,汉缆股份,电气设备,20101109
300137.SZ,先河环保,环境保护,20101105
300132.SZ,青松股份,化工原料,20101026
002643.SZ,万润股份,化工原料,20111220
002805.SZ,丰元股份,电气设备,20160707
300138.SZ,晨光生物,食品,20101105
300136.SZ,信维通信,元器件,20101105
002889.SZ,东方嘉盛,仓储物流,20170731
300142.SZ,沃森生物,生物制药,20101112
002501.SZ,*ST利源,铝,20101117
300141.SZ,和顺电气,电气设备,20101112
300140.SZ,节能环境,环境保护,20101112
002511.SZ,中顺洁柔,造纸,20101125
002510.SZ,天汽模,汽车配件,20101125
002554.SZ,惠博普,石油开采,20110225
002508.SZ,老板电器,家用电器,20101123
002738.SZ,中矿资源,小金属,20141230
300154.SZ,瑞凌股份,机械基件,20101229
300331.SZ,苏大维格,元器件,20120628
300144.SZ,宋城演艺,旅游景点,20101209
300143.SZ,盈康生命,医疗保健,20101209
002514.SZ,*ST宝馨,机械基件,20101203
002507.SZ,涪陵榨菜,食品,20101123
002513.SZ,蓝丰生化,新型电力,20101203
601777.SH,千里科技,摩托车,20101125
601880.SH,辽港股份,港口,20101206
002515.SZ,金字火腿,食品,20101203
300145.SZ,南方泵业,机械基件,20101209
300148.SZ,天舟文化,出版业,20101215
002520.SZ,日发精机,机床制造,20101210
002512.SZ,ST达华,IT设备,20101203
300168.SZ,万达信息,软件服务,20110125
300158.SZ,振东制药,化学制药,20110107
002516.SZ,旷达科技,汽车配件,20101207
002517.SZ,恺英网络,互联网,20101207
603167.SH,渤海轮渡,水运,20120906
002519.SZ,银河电子,通信设备,20101207
300157.SZ,新锦动力,专用机械,20110107
002522.SZ,浙江众成,塑料,20101210
300146.SZ,汤臣倍健,食品,20101215
300149.SZ,睿智医药,生物制药,20101222
002743.SZ,富煌钢构,钢加工,20150217
002547.SZ,*ST春兴,汽车配件,20110218
300155.SZ,安居宝,IT设备,20110107
300151.SZ,昌红科技,专用机械,20101222
002606.SZ,大连电瓷,电气设备,20110805
002524.SZ,光正眼科,医疗保健,20101217
002528.SZ,*ST英飞,IT设备,20101224
300147.SZ,*ST香雪,中成药,20101215
300153.SZ,科泰电源,电气设备,20101229
002526.SZ,山东矿机,工程机械,20101217
002532.SZ,天山铝业,铝,20101231
002534.SZ,西子洁能,专用机械,20110110
002531.SZ,天顺风能,电气设备,20101231
300169.SZ,天晟新材,塑料,20110125
300162.SZ,雷曼光电,元器件,20110113
300161.SZ,华中数控,机床制造,20110113
002540.SZ,亚太科技,铝,20110118
002702.SZ,海欣食品,食品,20121011
002567.SZ,唐人神,饲料,20110325
601933.SH,永辉超市,超市连锁,20101215
300191.SZ,潜能恒信,石油开采,20110316
300159.SZ,*ST新研,农用机械,20110107
300165.SZ,天瑞仪器,电器仪表,20110125
300223.SZ,北京君正,半导体,20110531
002535.SZ,林州重机,工程机械,20110111
002609.SZ,捷顺科技,软件服务,20110815
300164.SZ,通源石油,石油开采,20110113
300163.SZ,先锋新材,家居用品,20110113
300160.SZ,秀强股份,家用电器,20110113
002536.SZ,飞龙股份,汽车配件,20110111
002557.SZ,洽洽食品,食品,20110302
002539.SZ,云图控股,农药化肥,20110118
601890.SH,亚星锚链,船舶,20101228
002533.SZ,金杯电工,电气设备,20101231
300170.SZ,汉得信息,软件服务,20110201
300174.SZ,元力股份,化工原料,20110201
300166.SZ,东方国信,软件服务,20110125
300167.SZ,ST迪威迅,软件服务,20110125
002537.SZ,海联金汇,汽车配件,20110110
300172.SZ,中电环保,环境保护,20110201
300171.SZ,东富龙,医疗保健,20110201
300194.SZ,福安药业,化学制药,20110322
300175.SZ,朗源股份,食品,20110215
300180.SZ,华峰超纤,化纤,20110222
002545.SZ,东方铁塔,农药化肥,20110211
002550.SZ,千红制药,生物制药,20110218
002544.SZ,普天科技,通信设备,20110128
002541.SZ,鸿路钢构,钢加工,20110118
601116.SH,三江购物,超市连锁,20110302
002570.SZ,贝因美,乳制品,20110412
002551.SZ,尚荣医疗,医疗保健,20110225
300177.SZ,中海达,通信设备,20110215
300176.SZ,鸿特科技,汽车配件,20110215
002542.SZ,*ST中岩,建筑工程,20110128
300181.SZ,佐力药业,中成药,20110222
601700.SH,风范股份,电气设备,20110118
601137.SH,博威合金,小金属,20110127
300193.SZ,佳士科技,专用机械,20110322
300183.SZ,东软载波,通信设备,20110222
300197.SZ,节能铁汉,环境保护,20110329
002543.SZ,万和电气,家用电器,20110128
601519.SH,大智慧,软件服务,20110128
002552.SZ,宝鼎科技,元器件,20110225
002546.SZ,新联电子,电气设备,20110211
601799.SH,星宇股份,汽车配件,20110201
300184.SZ,力源信息,元器件,20110222
300182.SZ,捷成股份,影视音像,20110222
002769.SZ,普路通,仓储物流,20150629
601616.SH,广电电气,电气设备,20110201
300340.SZ,科恒股份,电气设备,20120726
300203.SZ,聚光科技,电器仪表,20110415
002558.SZ,巨人网络,互联网,20110302
002555.SZ,三七互娱,互联网,20110302
002548.SZ,金新农,饲料,20110218
300229.SZ,拓尔思,软件服务,20110615
002706.SZ,良信股份,电气设备,20140121
002559.SZ,亚威股份,机床制造,20110303
601216.SH,君正集团,化工原料,20110222
601789.SH,宁波建工,建筑工程,20110816
002553.SZ,南方精工,汽车配件,20110225
300205.SZ,*ST天喻,通信设备,20110421
300220.SZ,金运激光,专用机械,20110525
300198.SZ,*ST纳川,塑料,20110407
300188.SZ,国投智能,软件服务,20110316
300195.SZ,长荣股份,轻工机械,20110329
300196.SZ,长海股份,玻璃,20110329
300187.SZ,永清环保,环境保护,20110308
300345.SZ,华民股份,电气设备,20120801
300185.SZ,通裕重工,工程机械,20110308
002556.SZ,辉隆股份,农药化肥,20110302
300190.SZ,维尔利,环境保护,20110316
601011.SH,宝泰隆,焦炭加工,20110309
002560.SZ,通达股份,电气设备,20110303
002565.SZ,顺灏股份,造纸,20110318
002577.SZ,雷柏科技,IT设备,20110428
300375.SZ,鹏翎股份,汽车配件,20140127
300211.SZ,*ST亿通,通信设备,20110505
300192.SZ,科德教育,文教休闲,20110322
300189.SZ,神农种业,种植业,20110316
601992.SH,金隅集团,水泥,20110301
002563.SZ,森马服饰,服饰,20110311
601199.SH,江南水务,水务,20110317
300204.SZ,舒泰神,生物制药,20110415
300214.SZ,日科化学,化工原料,20110511
300199.SZ,翰宇药业,化学制药,20110407
300200.SZ,高盟新材,化工原料,20110407
002562.SZ,兄弟科技,化学制药,20110310
002564.SZ,天沃科技,化工机械,20110310
002571.SZ,德力股份,家居用品,20110412
002568.SZ,百润股份,红黄酒,20110325
300201.SZ,海伦哲,工程机械,20110407
300366.SZ,ST创意,软件服务,20140127
603328.SH,依顿电子,元器件,20140701
002579.SZ,中京电子,元器件,20110506
002581.SZ,*ST未名,生物制药,20110520
601218.SH,吉鑫科技,电气设备,20110506
002572.SZ,索菲亚,家居用品,20110412
002573.SZ,清新环境,环境保护,20110422
002574.SZ,明牌珠宝,服饰,20110422
002576.SZ,通达动力,电气设备,20110428
603006.SH,联明股份,汽车配件,20140630
002575.SZ,群兴玩具,文教休闲,20110422
300206.SZ,理邦仪器,医疗保健,20110421
300210.SZ,森远股份,专用机械,20110426
300209.SZ,行云科技,互联网,20110426
002580.SZ,圣阳股份,电气设备,20110506
601566.SH,九牧王,服饰,20110530
601113.SH,华鼎股份,化纤,20110509
002578.SZ,闽发铝业,铝,20110428
300207.SZ,欣旺达,电气设备,20110421
300212.SZ,*ST易录,软件服务,20110505
601233.SH,桐昆股份,化纤,20110518
601208.SH,东材科技,化工原料,20110520
300402.SZ,宝色股份,专用机械,20141010
300218.SZ,安利股份,塑料,20110518
002584.SZ,西陇科学,化工原料,20110602
002582.SZ,好想你,食品,20110520
601222.SH,林洋能源,新型电力,20110808
300225.SZ,*ST金泰,染料涂料,20110531
300215.SZ,电科院,电气设备,20110511
300257.SZ,开山股份,机械基件,20110819
300219.SZ,鸿利智汇,元器件,20110518
300222.SZ,科大智能,电气设备,20110525
300217.SZ,东方电热,家用电器,20110518
300221.SZ,银禧科技,塑料,20110525
002583.SZ,海能达,通信设备,20110527
601599.SH,浙文影业,纺织,20110527
002590.SZ,万安科技,汽车配件,20110610
300231.SZ,银信科技,软件服务,20110615
002592.SZ,ST八菱,汽车配件,20111111
300227.SZ,光韵达,专用机械,20110608
300224.SZ,正海磁材,矿物制品,20110531
300228.SZ,富瑞特装,化工机械,20110608
300249.SZ,依米康,IT设备,20110803
300226.SZ,上海钢联,互联网,20110608
300240.SZ,飞力达,仓储物流,20110706
300381.SZ,溢多利,化学制药,20140128
002585.SZ,双星新材,塑料,20110602
601311.SH,骆驼股份,电气设备,20110602
002586.SZ,ST围海,建筑工程,20110602
300230.SZ,永利股份,塑料,20110615
300232.SZ,洲明科技,元器件,20110622
300234.SZ,开尔新材,陶瓷,20110622
601798.SH,蓝科高新,化工机械,20110622
002589.SZ,瑞康医药,医药商业,20110610
002587.SZ,奥拓电子,元器件,20110610
300233.SZ,金城医药,化学制药,20110622
300236.SZ,上海新阳,半导体,20110629
300237.SZ,ST美晨,汽车配件,20110629
603156.SH,养元饮品,软饮料,20180212
